   0.250000E+01   0.250909E+01   0.108176E+01  -0.724159E+00
   0.750000E+01   0.623108E+00  -0.124519E+00   0.762738E-02
   0.125000E+02   0.250097E+00  -0.110318E+00  -0.995285E-02
   0.175000E+02   0.139295E+00  -0.875051E-01  -0.193829E-01
   0.225000E+02   0.737518E-01  -0.688678E-01  -0.250085E-02
   0.275000E+02   0.462500E-01  -0.488948E-01   0.718617E-02
   0.325000E+02   0.302902E-01  -0.337730E-01  -0.233650E-02
   0.375000E+02   0.207302E-01  -0.282264E-01  -0.660304E-03
   0.425000E+02   0.149491E-01  -0.115060E-01  -0.207408E-02
   0.475000E+02   0.916814E-02  -0.882613E-02   0.298403E-02
   0.525000E+02   0.731943E-02  -0.992556E-02   0.414897E-02
   0.575000E+02   0.521620E-02  -0.510519E-02   0.233415E-02
   0.625000E+02   0.546557E-02  -0.961681E-02   0.866472E-02
   0.675000E+02   0.476011E-02  -0.446850E-02   0.437654E-02
   0.725000E+02   0.415078E-02  -0.500201E-02  -0.208652E-02
   0.775000E+02   0.245435E-02  -0.522173E-02   0.509789E-02
   0.825000E+02   0.151176E-02  -0.248171E-02   0.461088E-04
   0.875000E+02   0.272981E-03  -0.149399E-02   0.605252E-02
   0.925000E+02   0.186175E-03  -0.165614E-02   0.336596E-02
   0.975000E+02  -0.675776E-03  -0.600722E-02  -0.665915E-03
   0.102500E+03  -0.523461E-04  -0.569312E-02  -0.351927E-02
   0.107500E+03  -0.758374E-03  -0.785126E-02  -0.174964E-02
   0.112500E+03  -0.816340E-05  -0.463429E-02  -0.423596E-02
   0.117500E+03  -0.795321E-03  -0.186867E-02  -0.239496E-02
   0.122500E+03  -0.964290E-03  -0.307702E-02  -0.566089E-03
   0.127500E+03  -0.444943E-03  -0.108497E-02  -0.328474E-03
   0.132500E+03  -0.101944E-02  -0.179914E-02  -0.102684E-02
   0.137500E+03  -0.131218E-02  -0.383339E-02  -0.118494E-02
   0.142500E+03  -0.778496E-03  -0.282693E-02  -0.149727E-03
   0.147500E+03  -0.166757E-02  -0.226067E-02  -0.153197E-02
   0.152500E+03  -0.193836E-02  -0.317006E-02   0.569325E-04
   0.157500E+03  -0.919956E-03  -0.203071E-02  -0.215781E-02
   0.162500E+03  -0.831016E-03  -0.351922E-02  -0.221846E-02
   0.167500E+03  -0.548381E-03  -0.127146E-02  -0.497453E-03
   0.172500E+03  -0.558310E-03  -0.237184E-03  -0.162072E-02
   0.177500E+03  -0.110053E-03  -0.150219E-02  -0.236970E-02
   0.182500E+03   0.100878E-03  -0.332224E-02  -0.187303E-02
   0.187500E+03  -0.341401E-03  -0.229159E-03  -0.367392E-02
   0.192500E+03  -0.317622E-03  -0.389161E-03  -0.277816E-02
   0.197500E+03   0.675150E-03   0.295432E-03  -0.197980E-02
