   0.250000E+01  -0.294701E-02   0.149726E-01   0.284962E-01
   0.750000E+01  -0.540637E-02   0.107070E-02  -0.709356E-03
   0.125000E+02  -0.397557E-02   0.214904E-02  -0.735846E-04
   0.175000E+02  -0.334908E-02   0.201448E-02  -0.130294E-02
   0.225000E+02  -0.257631E-02   0.175043E-02  -0.155837E-02
   0.275000E+02  -0.226377E-02   0.229991E-02  -0.131300E-02
   0.325000E+02  -0.208538E-02   0.273860E-02  -0.137974E-02
   0.375000E+02  -0.182757E-02   0.241637E-02  -0.897676E-03
   0.425000E+02  -0.157658E-02   0.236006E-02  -0.165031E-02
   0.475000E+02  -0.130082E-02   0.247797E-02  -0.154341E-02
   0.525000E+02  -0.107522E-02   0.235855E-02  -0.152010E-02
   0.575000E+02  -0.100731E-02   0.216833E-02  -0.156366E-02
   0.625000E+02  -0.930229E-03   0.214402E-02  -0.162986E-02
   0.675000E+02  -0.897631E-03   0.206377E-02  -0.153491E-02
   0.725000E+02  -0.773876E-03   0.193260E-02  -0.145219E-02
   0.775000E+02  -0.720532E-03   0.176174E-02  -0.135427E-02
   0.825000E+02  -0.598785E-03   0.177055E-02  -0.148363E-02
   0.875000E+02  -0.534792E-03   0.165116E-02  -0.129998E-02
   0.925000E+02  -0.478313E-03   0.154560E-02  -0.150666E-02
   0.975000E+02  -0.426791E-03   0.150812E-02  -0.147083E-02
   0.102500E+03  -0.403624E-03   0.163423E-02  -0.141888E-02
   0.107500E+03  -0.319185E-03   0.152493E-02  -0.149335E-02
   0.112500E+03  -0.286582E-03   0.138432E-02  -0.132659E-02
   0.117500E+03  -0.300034E-03   0.144623E-02  -0.130963E-02
   0.122500E+03  -0.252557E-03   0.117151E-02  -0.125114E-02
   0.127500E+03  -0.222666E-03   0.123256E-02  -0.116916E-02
   0.132500E+03  -0.190838E-03   0.109655E-02  -0.121839E-02
   0.137500E+03  -0.167346E-03   0.108318E-02  -0.124887E-02
   0.142500E+03  -0.167012E-03   0.924954E-03  -0.112236E-02
   0.147500E+03  -0.137966E-03   0.911974E-03  -0.105944E-02
   0.152500E+03  -0.152508E-03   0.985145E-03  -0.978772E-03
   0.157500E+03  -0.128912E-03   0.892977E-03  -0.903078E-03
   0.162500E+03  -0.887878E-04   0.964343E-03  -0.111557E-02
   0.167500E+03  -0.992054E-04   0.772636E-03  -0.919773E-03
   0.172500E+03  -0.101915E-03   0.790103E-03  -0.857289E-03
   0.177500E+03  -0.105588E-03   0.764377E-03  -0.880019E-03
   0.182500E+03  -0.100867E-03   0.806561E-03  -0.814441E-03
   0.187500E+03  -0.574708E-04   0.735049E-03  -0.764265E-03
   0.192500E+03  -0.858548E-04   0.648361E-03  -0.782372E-03
   0.197500E+03  -0.583039E-04   0.697737E-03  -0.867491E-03
