   0.250000E+01  -0.194741E-01   0.270340E-01  -0.337612E-01
   0.750000E+01  -0.848982E-02   0.111743E-01  -0.108497E-01
   0.125000E+02  -0.583419E-02   0.782749E-02  -0.662140E-02
   0.175000E+02  -0.455174E-02   0.604979E-02  -0.486711E-02
   0.225000E+02  -0.372884E-02   0.515662E-02  -0.402637E-02
   0.275000E+02  -0.312952E-02   0.466290E-02  -0.351658E-02
   0.325000E+02  -0.267688E-02   0.424550E-02  -0.326771E-02
   0.375000E+02  -0.226312E-02   0.397467E-02  -0.293398E-02
   0.425000E+02  -0.198502E-02   0.361317E-02  -0.283098E-02
   0.475000E+02  -0.172169E-02   0.340315E-02  -0.273659E-02
   0.525000E+02  -0.154781E-02   0.314549E-02  -0.259413E-02
   0.575000E+02  -0.136523E-02   0.297592E-02  -0.249724E-02
   0.625000E+02  -0.121066E-02   0.281726E-02  -0.245229E-02
   0.675000E+02  -0.108380E-02   0.269278E-02  -0.224805E-02
   0.725000E+02  -0.976254E-03   0.251978E-02  -0.223884E-02
   0.775000E+02  -0.864076E-03   0.238164E-02  -0.213811E-02
   0.825000E+02  -0.781305E-03   0.222929E-02  -0.206610E-02
   0.875000E+02  -0.708941E-03   0.209734E-02  -0.195761E-02
   0.925000E+02  -0.635161E-03   0.203070E-02  -0.192706E-02
   0.975000E+02  -0.577046E-03   0.191041E-02  -0.182909E-02
   0.102500E+03  -0.504583E-03   0.178805E-02  -0.175799E-02
   0.107500E+03  -0.474673E-03   0.172423E-02  -0.165762E-02
   0.112500E+03  -0.423239E-03   0.163319E-02  -0.160130E-02
   0.117500E+03  -0.378754E-03   0.158198E-02  -0.154597E-02
   0.122500E+03  -0.351567E-03   0.151095E-02  -0.153015E-02
   0.127500E+03  -0.321302E-03   0.145350E-02  -0.143637E-02
   0.132500E+03  -0.283102E-03   0.137162E-02  -0.141311E-02
   0.137500E+03  -0.261602E-03   0.133293E-02  -0.136283E-02
   0.142500E+03  -0.225643E-03   0.127753E-02  -0.129566E-02
   0.147500E+03  -0.209535E-03   0.121600E-02  -0.127596E-02
   0.152500E+03  -0.182029E-03   0.116928E-02  -0.124359E-02
   0.157500E+03  -0.163086E-03   0.110526E-02  -0.116669E-02
   0.162500E+03  -0.155455E-03   0.105875E-02  -0.115663E-02
   0.167500E+03  -0.135972E-03   0.100369E-02  -0.111757E-02
   0.172500E+03  -0.117514E-03   0.992944E-03  -0.107259E-02
   0.177500E+03  -0.940602E-04   0.932972E-03  -0.104881E-02
   0.182500E+03  -0.933629E-04   0.888325E-03  -0.106720E-02
   0.187500E+03  -0.837148E-04   0.835006E-03  -0.101712E-02
   0.192500E+03  -0.750447E-04   0.825886E-03  -0.968736E-03
   0.197500E+03  -0.526971E-04   0.788503E-03  -0.926103E-03
