   0.250000E+01  -0.159394E-01   0.222888E-01  -0.292425E-01
   0.750000E+01  -0.705717E-02   0.891697E-02  -0.894263E-02
   0.125000E+02  -0.471850E-02   0.631129E-02  -0.554992E-02
   0.175000E+02  -0.360732E-02   0.497709E-02  -0.410686E-02
   0.225000E+02  -0.290748E-02   0.442838E-02  -0.356533E-02
   0.275000E+02  -0.241234E-02   0.385841E-02  -0.309362E-02
   0.325000E+02  -0.208125E-02   0.344018E-02  -0.278285E-02
   0.375000E+02  -0.179013E-02   0.319498E-02  -0.262175E-02
   0.425000E+02  -0.157810E-02   0.297746E-02  -0.239439E-02
   0.475000E+02  -0.136852E-02   0.277801E-02  -0.230093E-02
   0.525000E+02  -0.123356E-02   0.263947E-02  -0.223353E-02
   0.575000E+02  -0.108134E-02   0.248204E-02  -0.216114E-02
   0.625000E+02  -0.965532E-03   0.240525E-02  -0.211506E-02
   0.675000E+02  -0.844346E-03   0.223288E-02  -0.202368E-02
   0.725000E+02  -0.748766E-03   0.214944E-02  -0.190848E-02
   0.775000E+02  -0.670053E-03   0.199256E-02  -0.188694E-02
   0.825000E+02  -0.590603E-03   0.189180E-02  -0.181743E-02
   0.875000E+02  -0.544693E-03   0.180740E-02  -0.176366E-02
   0.925000E+02  -0.506152E-03   0.168704E-02  -0.168087E-02
   0.975000E+02  -0.458825E-03   0.164106E-02  -0.160794E-02
   0.102500E+03  -0.424649E-03   0.155283E-02  -0.160710E-02
   0.107500E+03  -0.383496E-03   0.148023E-02  -0.157958E-02
   0.112500E+03  -0.352121E-03   0.142619E-02  -0.153312E-02
   0.117500E+03  -0.316171E-03   0.136341E-02  -0.145669E-02
   0.122500E+03  -0.285258E-03   0.133101E-02  -0.139598E-02
   0.127500E+03  -0.269071E-03   0.125680E-02  -0.136732E-02
   0.132500E+03  -0.243394E-03   0.121434E-02  -0.135582E-02
   0.137500E+03  -0.214786E-03   0.117682E-02  -0.131105E-02
   0.142500E+03  -0.215926E-03   0.112726E-02  -0.125114E-02
   0.147500E+03  -0.192464E-03   0.107541E-02  -0.121027E-02
   0.152500E+03  -0.165357E-03   0.102785E-02  -0.119407E-02
   0.157500E+03  -0.157704E-03   0.997807E-03  -0.119427E-02
   0.162500E+03  -0.145936E-03   0.955692E-03  -0.114986E-02
   0.167500E+03  -0.135237E-03   0.911277E-03  -0.110533E-02
   0.172500E+03  -0.109949E-03   0.865882E-03  -0.110648E-02
   0.177500E+03  -0.118330E-03   0.846713E-03  -0.106013E-02
   0.182500E+03  -0.110971E-03   0.812490E-03  -0.103372E-02
   0.187500E+03  -0.954018E-04   0.777558E-03  -0.989414E-03
   0.192500E+03  -0.904739E-04   0.736812E-03  -0.979066E-03
   0.197500E+03  -0.865381E-04   0.718814E-03  -0.953278E-03
