   0.250000E+01  -0.739810E-03   0.126827E-02  -0.471272E-02
   0.750000E+01  -0.286194E-02   0.712987E-03   0.642976E-03
   0.125000E+02  -0.351268E-02   0.142822E-02  -0.288764E-03
   0.175000E+02  -0.314987E-02   0.154946E-02  -0.127143E-02
   0.225000E+02  -0.279942E-02   0.298927E-02  -0.185692E-02
   0.275000E+02  -0.279756E-02   0.261000E-02  -0.211037E-02
   0.325000E+02  -0.229126E-02   0.299436E-02  -0.158053E-02
   0.375000E+02  -0.202446E-02   0.298621E-02  -0.142858E-02
   0.425000E+02  -0.190738E-02   0.283223E-02  -0.130410E-02
   0.475000E+02  -0.163384E-02   0.262817E-02  -0.188264E-02
   0.525000E+02  -0.148351E-02   0.273529E-02  -0.165209E-02
   0.575000E+02  -0.136556E-02   0.259690E-02  -0.166961E-02
   0.625000E+02  -0.125509E-02   0.270631E-02  -0.183220E-02
   0.675000E+02  -0.106192E-02   0.226931E-02  -0.169923E-02
   0.725000E+02  -0.921285E-03   0.243929E-02  -0.200902E-02
   0.775000E+02  -0.932472E-03   0.203495E-02  -0.189820E-02
   0.825000E+02  -0.822947E-03   0.195045E-02  -0.185647E-02
   0.875000E+02  -0.729499E-03   0.206280E-02  -0.201839E-02
   0.925000E+02  -0.672722E-03   0.203452E-02  -0.183605E-02
   0.975000E+02  -0.610295E-03   0.182374E-02  -0.184309E-02
   0.102500E+03  -0.554606E-03   0.181166E-02  -0.190721E-02
   0.107500E+03  -0.491355E-03   0.184149E-02  -0.143129E-02
   0.112500E+03  -0.439048E-03   0.170177E-02  -0.150108E-02
   0.117500E+03  -0.395745E-03   0.164216E-02  -0.139756E-02
   0.122500E+03  -0.365835E-03   0.160401E-02  -0.151812E-02
   0.127500E+03  -0.300836E-03   0.151148E-02  -0.125619E-02
   0.132500E+03  -0.292449E-03   0.132390E-02  -0.134911E-02
   0.137500E+03  -0.179843E-03   0.145375E-02  -0.128658E-02
   0.142500E+03  -0.260283E-03   0.138247E-02  -0.140003E-02
   0.147500E+03  -0.211852E-03   0.130425E-02  -0.128683E-02
   0.152500E+03  -0.195535E-03   0.110543E-02  -0.111007E-02
   0.157500E+03  -0.170016E-03   0.123478E-02  -0.124308E-02
   0.162500E+03  -0.163529E-03   0.101771E-02  -0.112928E-02
   0.167500E+03  -0.114149E-03   0.964063E-03  -0.104988E-02
   0.172500E+03  -0.119471E-03   0.995520E-03  -0.102685E-02
   0.177500E+03  -0.857789E-04   0.937445E-03  -0.103779E-02
   0.182500E+03  -0.500515E-04   0.917057E-03  -0.102149E-02
   0.187500E+03  -0.686279E-05   0.825657E-03  -0.910171E-03
   0.192500E+03  -0.480436E-04   0.892284E-03  -0.963778E-03
   0.197500E+03  -0.388730E-04   0.793089E-03  -0.910669E-03
